"genes"	"NF54.37.1"	"NF54.37.2"	"NF54.41.1"	"NF54.41.2"	"PB4.37.1"	"PB4.37.2"	"PB4.41.1"	"PB4.41.2"	"PB31.37.1"	"PB31.37.2"	"PB31.41.1"	"PB31.41.2"
"PF3D7.1145300"	176.04	201.12	163.41	116.92	218.49	194.02	91.46	140.86	208.69	71.69	228.6	138.9
"PF3D7.1145900"	48.81	35.46	13.66	12.67	83.18	57.53	40.64	25.99	29.39	26.11	48.89	17.6
"PF3D7.1146000"	65.29	61.08	98.19	91.3	61.57	61.95	97.77	114.96	36.04	51.4	72.5	102.88
"PF3D7.1146100"	50.27	57.63	15.49	18.89	47.53	92.13	19.35	37.52	58.49	45.74	45.58	34.81
"PF3D7.1146200"	19.16	22.41	29.55	24.69	20.68	25.15	21.09	40.85	26.17	31	18.61	47.41
"PF3D7.1146600"	46.66	74.97	19.9	20.73	56.92	73.09	22.23	30.6	185.61	215.39	44.91	25.42
"PF3D7.1147400"	167.57	388.92	92.28	70.72	33.08	98.2	13.38	71.75	387.72	16.46	105.65	71.92
"PF3D7.1147700"	163.61	146.64	128.4	164.21	296.25	245.68	182.2	106.69	226.82	216.78	225.19	136.69
"PF3D7.1147900"	106.07	109.41	92.34	83	100.61	119.11	131.25	123	156.05	123.1	86.29	100.28
"PF3D7.1148800"	113.8	96.4	30.93	24.61	194.35	161.52	88.25	100.81	38.99	127.79	63.36	65.12
"PF3D7.1148900"	1076.85	833.14	303.03	156.35	516.07	524.23	334.62	766.73	178.05	508.9	431.53	284.15
"PF3D7.1149000"	10.62	11.83	114.36	76.18	4.79	7.48	39.59	32.55	17.34	23.91	40.69	94.34
"PF3D7.1149200"	532.57	1005.85	84.52	102.59	756.88	1406.36	175.36	460.97	686.79	2549.8	400.51	133.27
"PF3D7.1149400"	57.39	34.69	589.72	467.77	22.14	17.91	435.23	135.15	41.11	96.53	304.56	510.14
"PF3D7.1149500"	49.58	53.73	11.22	7.48	1.56	1.16	0.85	0.61	16.12	56.48	18.96	29.63
"PF3D7.1149600"	255.86	292.45	92.38	92.26	267.84	383.22	225.2	329.57	155.66	551.51	221.3	192.29
"PF3D7.1200100"	55.26	84.4	58.28	66.11	11.36	18.26	9.28	14.22	122.82	99.11	66.45	48.83
"PF3D7.1200200"	5.79	6.19	21.54	26.04	0	0	1.03	2.83	4.35	2.99	14.92	24.4
"PF3D7.1200500"	294.66	351.42	188.82	181.19	9.09	14.58	11.26	10.18	4.58	4.96	6.58	13.42
"PF3D7.1200700"	1617.32	1332.12	287.82	220.52	1135.31	950.77	372.73	643.16	244.06	867.61	334.24	282.9
"PF3D7.1201000"	145.73	138.31	1369.21	1726.96	35.12	35.23	1032.13	530.44	69.92	179.6	669.92	1222.54
"PF3D7.1201100"	17.93	10.69	76.38	62.19	4.82	4.86	91.6	44.21	3.33	17.09	37.28	105.22
"PF3D7.1201200"	1562.57	1094.66	235.63	186.74	1784.61	1586.37	677.56	757.12	435.73	2237.6	602.94	483.09
"PF3D7.1201300"	35.42	26.62	6.98	8.72	39.53	27.08	17.01	8.5	6.8	23.09	18.9	19.89
"PF3D7.1201500"	144.17	108.73	147.57	146.68	138.07	131.36	248.84	186.44	65.97	109.06	145.1	174.19
"PF3D7.1202200"	106.43	127.14	63.92	59.83	133.01	170.27	55.69	88.11	279.42	111.36	91.37	80.83
"PF3D7.1202400"	127.97	130.7	166.49	109.9	140.6	188	139.93	108.67	209.44	172.93	244.61	119.58
"PF3D7.1202600"	97.12	139.31	81.05	93.09	79.83	123.65	79.33	132.86	136.76	110.85	95.49	96.32
"PF3D7.1202700"	102.15	104.69	149.77	139.5	79.52	75.61	199.7	186.87	39.36	67.57	116.13	137.81
"PF3D7.1202800"	173.98	182.59	262.37	220.14	252.47	211.32	313.41	292.16	108.5	165.51	207.5	215.37
"PF3D7.1202900"	1751.88	2058.95	2592.45	2431.61	740.69	1141.68	2171.03	2950.08	2683.45	854.96	2009.58	1972.78
"PF3D7.1203100"	183.38	137.33	113.89	137.9	195.34	101.5	256.57	176.01	70.19	119.38	142.57	172.43
"PF3D7.1203200"	346.8	320.59	217.52	203.62	320.32	237.14	404.98	458.56	174.4	278.76	402.1	412.9
"PF3D7.1203400"	20.92	21.85	26.23	26.15	19.94	18.8	14.44	15.76	36.3	20.93	14.77	15.04
"PF3D7.1203600"	65.46	43.49	56.47	55.49	90.36	62.74	54.01	60.47	54.42	60.75	79.51	86.5
"PF3D7.1203700"	2623.62	2660.81	3006.68	2538.28	2450.4	2507.42	2792.58	2490.2	1883.76	2240.55	2353.95	2467.74
"PF3D7.1203900"	592.86	636.18	366.77	436.02	429.76	609.34	296.3	544.26	419.23	291.85	687.69	453.91
"PF3D7.1204600"	31.02	23.99	39.6	35.29	27.07	20.13	54.05	32.66	7.43	23.18	33	48.42
"PF3D7.1204700"	126.89	105.95	149.53	100.79	143.67	163.55	55.65	74.58	172.29	105.4	116.59	61.81
"PF3D7.1204900"	192.04	280.75	67.47	60.64	489.02	506	167.13	136.27	560.03	1495.83	357.31	103.38
"PF3D7.1205000"	40.27	60.61	14.17	12.93	52.77	78.23	21.59	25.22	94.86	85.54	30.54	20.23
"PF3D7.1205100"	51.02	36.4	113.5	107.99	63.49	47.08	99.44	80.93	48.35	62.64	79.88	93.51
"PF3D7.1205500"	149.3	155.1	42.87	29.62	157.1	184.86	65.21	138.73	108.67	185.6	107.5	65.11
"PF3D7.1205600"	348.09	349.84	1190.18	1135.64	343.19	357.41	619.63	490.41	406.44	241.14	586.56	726.85
"PF3D7.1205800"	76.51	93.4	102.62	96.88	85.03	96.18	96.48	137.39	123.98	172.76	81.25	105.79
"PF3D7.1205900"	53.59	55.73	51.1	58.82	50.8	47.45	66.76	69.04	61.82	62.77	55.82	64.96
"PF3D7.1206000"	117.07	186.06	29.98	30.89	155.48	198.17	81.53	95.11	729.83	582.39	120.8	42.13
"PF3D7.1206100"	31.26	54.61	12.24	4.72	42.96	69.43	17.13	23.45	66.5	41.02	28.43	16.42
"PF3D7.1206200"	340.55	291.1	577.83	559.32	268.94	269.7	629.88	617.41	189.27	300.4	345.66	511.49
"PF3D7.1206600"	101.43	89.46	127.09	120.73	75.67	83.08	179.17	169.9	29.97	78.5	89.69	160.84
"PF3D7.1206700"	298.28	287.49	330.62	294.5	266.01	240.16	363.44	357.39	228.02	335.39	346.19	395.35
"PF3D7.1207100"	232.62	217.41	251.41	285.56	263.76	257.69	400.69	327.89	124.08	312.85	225.03	300.38
"PF3D7.1207300"	47.94	124.33	19.85	8.27	115.2	114.51	30.26	33.75	52.95	58.22	44.81	28.29
"PF3D7.1207800"	10.19	12.45	30.74	42.18	8.08	14.77	15.71	17.96	13.53	7.38	14.37	24.76
"PF3D7.1207900"	22.06	17.53	52.34	33.86	32.46	15.38	36.49	21.56	19.69	24.2	28.44	34.19
"PF3D7.1208300"	201.31	147.89	623.37	684.49	184.04	176.39	532.52	347.31	364.56	215.61	527.87	485.04
"PF3D7.1208700"	12.27	7.29	21.78	27.94	9.93	14.67	15.46	11.99	12.29	6.81	12.05	13.14
"PF3D7.1208900"	93.19	112.11	149.79	108.63	128.12	137.52	120.06	109.99	189.72	125.16	133.86	141.1
"PF3D7.1209000"	149.01	114.51	191.61	185.99	106.64	134.02	236.76	236.8	131.59	82.62	255.95	218.89
"PF3D7.1209200"	380.61	431.56	318.49	423.12	127.96	237.72	264.92	623.62	183.4	88.95	369.35	551.82
"PF3D7.1209300"	28.68	47.72	34.2	33.15	42.32	53.87	20.77	34.33	120.21	122.9	32.43	23.31
"PF3D7.1209700"	56.52	53.05	70.27	78.71	119.75	97.18	71.04	51.25	108.58	98.39	81.89	105.44
"PF3D7.1210100"	25.63	17.6	21.95	21.56	30.36	36.28	29.44	16.88	57.85	66.34	43.15	27.92
"PF3D7.1210400"	28.25	25.51	21.01	20.7	32.28	35.52	38.69	41.77	22.43	27.56	24.73	35.63
"PF3D7.1210600"	94.25	88.89	78.74	69.54	115.01	111.63	94.6	117.48	61.44	91.46	87.53	111.2
"PF3D7.1211100"	21.17	25.6	31.11	30.33	24.22	52.18	40.11	32.43	33.92	31.09	52.53	33.95
"PF3D7.1211400"	963.93	955.78	985.49	901.17	679.41	845.73	940.89	1175.37	665.09	499.73	1034.86	1021.76
"PF3D7.1211500"	43.64	21.31	41.91	34.56	36.83	24.27	67.87	38.51	19.04	31.67	37.33	46.36
"PF3D7.1211700"	114.17	174.79	137.02	96.13	93.92	123.55	41.75	78.8	434.07	116.1	112.52	70.61
"PF3D7.1211900"	235.76	219.33	358.52	254.44	147.14	173.15	266.75	313.32	251.69	231.93	259.99	305.6
"PF3D7.1212100"	30.71	20.3	29.15	33.84	34.03	29.08	29.16	28.2	41.71	27.78	31.52	31.47
"PF3D7.1212500"	116.71	94.89	71.7	59.92	91.08	93.72	97.97	93.69	88.72	88.51	66.26	84.95
"PF3D7.1212700"	622.24	750.39	877.09	881.25	471.5	579.9	875.39	1271.31	344.65	559.59	540.39	867.92
"PF3D7.1212800"	109.62	142.56	121.03	81.55	119.56	136.04	92.61	73.68	196.74	125.34	113.14	81.74
"PF3D7.1212900"	75.42	80.68	46.18	61.4	79.31	84.05	45.82	63.57	46.45	75.96	56.63	67.02
"PF3D7.1213300"	56.92	53.68	25.56	4	106.15	131.84	40.91	16.31	49.69	26.2	71.65	19.41
"PF3D7.1213700"	207.31	141.76	396.33	333.11	274.97	153.94	418.96	248.2	134.33	174.74	355.11	305.9
"PF3D7.1213800"	271.14	188.7	227.36	223.08	155.72	159.95	227.33	232.95	92.03	127.5	164.05	210.91
"PF3D7.1214200"	19.3	15.95	56.68	63.76	46.38	48.67	32.23	29.3	18.72	43.51	28.31	30.22
"PF3D7.1214300"	49.15	52.93	50.66	37.68	44.31	38.23	51.12	38.7	44.1	30.89	51.2	50.69
"PF3D7.1214400"	176.24	141.71	121.84	82.16	165.99	194.5	252.94	189.83	128.11	158.11	165.48	185.42
"PF3D7.1214500"	31.91	38.55	30.59	27.74	56.42	58.14	58.26	25.27	40.19	48.24	64.61	35.92
"PF3D7.1214600"	150.81	124.78	121.63	151.66	96.65	103.01	183.72	174.19	105.58	52.07	132.38	136.69
"PF3D7.1214700"	31.9	19.74	23.42	25.5	24.69	23.31	23.41	18.97	7.09	15.87	17.51	18.7
"PF3D7.1215000"	106.95	117.13	49.85	25.47	179.7	136.98	70.16	53.44	126.88	84.36	131.96	55.33
"PF3D7.1215200"	41.46	39.86	34.12	20.7	51.75	59.09	23.55	22.24	64	36.42	64.13	24.96
"PF3D7.1215300"	278.56	349.09	1094	1218.22	170.05	268.06	702.96	601.41	308.31	172.68	789.61	888.61
"PF3D7.1215400"	40.89	61.64	25	21.33	73.38	73.3	23.77	32.67	79.54	54.95	47.96	23.52
"PF3D7.1216000"	17.46	12.6	39.85	42.06	12.31	12.62	38.49	32.05	20.42	14.54	23.25	41.25
"PF3D7.1216500"	2355.8	3388.65	551.77	252.86	6410.52	5661.12	1449.2	881.49	1499.19	1858.25	2556.29	793.66
"PF3D7.1216600"	21.94	46.37	2.87	3.57	13.43	50.75	15.67	24.19	40.79	19.15	29.39	12.34
"PF3D7.1216900"	476.56	460.76	866.61	941.66	330.93	351.18	844.94	756.5	267.1	423.68	503.83	794.91
"PF3D7.1217200"	105.29	118.31	113.43	118.77	97.68	123.97	174.35	175.66	51.19	94.04	96.73	143.83
"PF3D7.1217300"	58.45	73.12	72.79	83.72	48.59	72.56	58.18	64.93	51.19	49.92	40.62	62.98
"PF3D7.1217400"	50.43	68.6	72.58	77.56	38.77	71.67	65.96	60.3	110.76	113.25	46.68	56.85
"PF3D7.1217500"	61.46	26.54	64.41	34.98	82.01	28.9	44.38	51.25	19.91	46.73	34.48	36.25
"PF3D7.1217700"	97.62	62.19	84.33	71.52	109.56	96.34	141.21	123.05	48.83	93.28	84.94	98.66
"PF3D7.1218000"	41.07	59.04	8.63	6.29	52.14	109.45	22.42	31.44	96.98	161.36	47.32	5.05
"PF3D7.1218300"	41.3	34.08	20.73	14.5	41.04	46.82	28.12	39.96	49.04	40.85	30.47	26.59
"PF3D7.1218400"	239.12	250.55	182.77	167.12	146.45	169.11	215.25	311.47	175.24	152.71	151.54	181.99
"PF3D7.1218500"	125.79	142.22	35.34	47.21	121.95	138.98	69.91	89.46	45.41	131.04	70.68	52.07
"PF3D7.1218600"	74.97	54.32	53.45	64.52	61	62.84	80.16	78.23	49.95	49.43	66.81	85.09
"PF3D7.1219000"	27.71	34.45	33.21	35.76	45.58	42.69	35.17	41.44	61.01	61.91	34.34	44.73
"PF3D7.1219100"	34.05	28.21	27.79	24.72	35.35	23.96	38.73	38.68	31.95	41.59	23.39	39.04
"PF3D7.1219600"	115.97	85.48	130.68	120.91	102.98	75.13	149.95	126.84	106.12	108.35	114.71	132.5
"PF3D7.1219700"	27.53	51.98	21.59	26.93	42.11	56.41	41.79	36.78	62.41	53.99	49.81	33.09
"PF3D7.1219900"	121.82	93.3	118.84	114.02	85.9	88.42	127.52	98.13	104.11	73.28	135.55	136.76
"PF3D7.1220100"	38.25	35.78	56.46	54.78	41.84	39.53	71.47	57.78	31.83	33.37	40.24	66.17
"PF3D7.1220900"	450.51	362.33	452.93	462.01	405.2	328.2	443.49	409.33	658.35	474.76	472	489.41
"PF3D7.1221000"	20.01	22.32	16.67	16.14	28.86	29.84	16.15	15.3	53.56	41.31	23.1	28.38
"PF3D7.1221400"	33.92	57.43	14.85	7.99	50.23	103.01	25.45	24.6	49.63	27.75	63.22	26.46
"PF3D7.1221700"	10.38	9.93	25.23	21.07	11.24	13.3	18.56	11.8	11.05	10.87	15.29	22.39
"PF3D7.1221800"	24.61	24.13	40.24	43.87	32.02	34.39	34.02	28.34	59.51	46.86	26.67	24.48
"PF3D7.1221900"	88.6	79.12	47.91	35.91	57.79	80.08	92.97	146.67	22.16	58.48	62.06	96.99
"PF3D7.1222300"	554.12	488.58	691.51	661.85	703.41	633.69	819.86	655.8	750.88	625.52	678.63	722.34
"PF3D7.1222500"	183.32	149.74	81.8	73.74	131.59	196.67	128.71	127.69	166.44	168.83	221.64	155.81
"PF3D7.1222700"	780.22	1458.11	178.02	152.26	785.87	1471.79	278.16	591.96	2997.14	2261	919.24	155.09
"PF3D7.1223000"	69.99	66.75	18.32	17.04	46.8	72.51	16.67	56.29	159.6	129.97	85.81	9.32
"PF3D7.1223100"	460.4	756.57	135.7	124.24	616.61	841.28	201.13	375.47	1725.32	1828	437.59	150.2
"PF3D7.1223200"	21.1	22.57	18.73	20.73	20.63	17.19	32.12	21.78	25.21	20.55	15.12	21.66
"PF3D7.1223400"	305.47	325.78	267.28	284.06	240.5	274.4	331.47	393.86	245.28	379.31	208.56	301.42
"PF3D7.1223700"	171.15	153.07	415.79	344.86	170.68	182.92	286.88	214.86	273.08	122.06	307.82	272.97
"PF3D7.1223800"	29.33	27.6	24.58	32.59	27.38	22.5	33.16	31.18	14.77	32.48	27.75	29.62
"PF3D7.1223900"	59.97	67.11	201.6	160.53	75.81	71.84	120.54	93.99	79.62	31	179.41	118.89
"PF3D7.1224000"	48.45	24.58	83.31	114.07	48.81	24.66	98.73	58.14	44.17	54.8	59.79	77.27
"PF3D7.1224100"	128.88	191.53	69.16	49.77	169.53	228.36	54.69	88.98	743.65	365.87	116.37	72.54
"PF3D7.1224300"	3552.25	4407.79	4224.26	3411.22	2366.56	3475.09	3294.64	4843.4	2177.15	2445.58	2275.05	3133.4
"PF3D7.1224400"	26.56	12.61	19.91	21.31	24.7	16.08	54.33	25.45	6.51	20.52	16.78	30.29
"PF3D7.1224500"	103.26	114.23	81.27	75.53	132.72	138.82	58.72	47.98	218.99	112.78	97.63	55.43
"PF3D7.1224600"	108.49	90.34	155.56	158.25	62.51	75.6	203.04	203.53	50.67	48.85	156.17	184.74
"PF3D7.1224900"	257.65	330.12	216.48	240.74	221.35	343.07	294.01	315.66	244.66	134.04	234.67	228.77
"PF3D7.1225200"	25.84	24.84	29.76	29.34	27.36	21.77	38.3	40.28	20.05	29.74	22.5	35.02
"PF3D7.1225300"	122	99.52	112.27	116.61	110.64	114.89	181.93	150.49	52.36	119.18	113.51	128.42
"PF3D7.1225500"	43.78	43.84	36.82	46.18	48.32	33.01	89.98	57.74	17.2	41.02	36.28	57.13
"PF3D7.1225600"	131.79	138.04	139.13	171.35	122.38	122.57	192.49	178.17	69.26	105.99	113.14	133.83
"PF3D7.1225700"	20.97	22.61	26.4	20.11	26.78	23.67	33.04	32.73	14.3	34.1	21.03	37.29
"PF3D7.1225800"	146.8	115.76	129.54	112.38	107.22	104.75	137.4	152.38	140.07	123.15	98.68	135.9
"PF3D7.1226100"	44.72	48.72	19.66	15.19	49.97	78.98	34.43	33.17	36.33	26.89	52.7	27.29
"PF3D7.1226300"	602.77	672.99	463.18	453.38	596	593.16	568.49	574.78	533.18	664.68	598.29	522.83
"PF3D7.1226600"	44.62	36.44	84.76	84.59	54.6	50.47	41.38	32.62	79.81	78.73	72.29	82.93
"PF3D7.1226700"	68.5	50.3	66.78	79.5	53.73	59.9	108.07	98.59	32.65	47.25	68.9	95.87
"PF3D7.1226800"	40.69	66.84	63.02	58.77	44.41	82.16	45.98	54.62	127.15	68.11	59.31	52.97
"PF3D7.1227100"	87.81	76.65	286.54	274.92	86.62	74.41	186.9	142.32	90.76	84.3	151.8	209.83
"PF3D7.1227700"	124.35	131.64	77.72	84.23	189.84	191.35	143.3	134.23	168.15	273.03	122.45	139.38
"PF3D7.1227800"	101.79	101.67	156.53	138.87	87.01	99.69	171.48	191.29	44.05	103.45	110.56	169.37
"PF3D7.1228100"	14.22	20.23	22.43	23.44	17.67	18.67	5.95	16.33	22	9.84	16.03	13.45
"PF3D7.1228300"	43.25	56.43	55.67	36.34	52.67	56.94	17.98	24.79	150.44	76.76	38.5	30.84
"PF3D7.1228400"	35.17	33.16	43.63	37.71	38.78	36.02	62.12	70.32	16.97	44.3	30.92	57.15
"PF3D7.1228500"	18.49	19.2	45.52	38.31	29.67	23.26	19.97	21.94	51.16	50.43	27.68	28.28
"PF3D7.1228600"	524.91	837.55	99.9	113.15	505.32	623.35	134.34	353.94	2978.2	1710.24	326.03	106.18
"PF3D7.1228800"	61.08	72.07	64.62	73.8	62.87	82.68	53.98	68.11	102.64	78.63	61.38	73.47
"PF3D7.1228900"	116.94	108.85	236.12	263.6	122.77	158.71	265.34	238.75	76.62	111.31	154.01	235.03
"PF3D7.1229100"	266.81	199.52	182.77	108.38	185.17	141.32	381.41	413.4	61.62	200.67	191.57	336.46
"PF3D7.1229300"	25.88	22.79	24.72	13.81	25.28	22.27	53.93	46.42	56.54	40.72	34.71	49.57
"PF3D7.1229400"	2982.18	2122.86	3770.06	3129.68	1555.47	1191.88	1813.32	1785.09	1246.2	1331.54	1642.04	1815.25
"PF3D7.1229500"	671.75	570	1060.43	982.38	637.7	565.51	1302.58	974.91	302.99	497.6	887.81	1042.06
"PF3D7.1229600"	28.08	32.63	36.1	41.99	33.8	43.13	20.36	24.82	60.16	40.81	26.86	27.9
"PF3D7.1229700"	53.44	32.45	94.22	75.59	70.16	80.77	30.23	38.39	59.76	69.4	113.58	69.33
"PF3D7.1230000"	16.39	16.22	23.33	21.88	20.85	15.68	17.84	20.97	13.18	14.76	17.4	27.72
"PF3D7.1230200"	14.14	14.73	31.14	31.31	27.28	18.96	23.77	16.02	19.23	14.06	24.09	22.92
"PF3D7.1230700"	266.14	303.2	210.91	163.11	184.61	200.04	204.39	319.41	218.4	195.17	185.95	208.65
"PF3D7.1230800"	146.01	115.81	164.93	162.68	114.81	135.62	182.2	167.98	69.53	130.23	108.22	150.78
"PF3D7.1230900"	237.51	228.01	222.97	220.17	246.43	258.81	373.69	345.19	81.27	245.8	185.55	258.02
"PF3D7.1231100"	475.11	505.56	556.86	495.71	365.11	446.88	387.97	428.17	710.22	506.64	544.92	500.67
"PF3D7.1231200"	39.63	62.47	7.12	8.55	90.88	79.49	24.37	44.58	145.49	348.74	56.68	16.06
"PF3D7.1231600"	49.46	54.14	46.82	51.8	49.2	52.92	45.27	47.9	50.08	43.22	46.9	42.74
"PF3D7.1232100"	72.15	102.75	203.81	202.16	98.36	115.05	160.74	135.55	189.83	151.05	138.29	146.53
"PF3D7.1232500"	36.44	79.06	4.7	8.32	52.15	96.16	13.46	36.16	153.55	243.93	34.67	8.84
"PF3D7.1232800"	24.15	31.99	31.93	42.04	51.48	32.91	25.25	21.49	19.85	22.46	45.42	25.45
"PF3D7.1232900"	20.14	15.59	48.06	57.11	29.2	25.16	46.53	45.96	17.88	32.58	38.5	47.93
"PF3D7.1233100"	144.23	104.12	180.97	159.57	142.45	101.43	317.84	163.05	122.59	152.77	150.9	170.26
"PF3D7.1233300"	7.6	7.95	29.98	29.22	11.91	14.45	14.99	6.04	11.64	12.75	16.9	19.16
"PF3D7.1233400"	37.41	39.44	32.02	34.27	47.95	42.35	52.9	59.62	22.55	38.64	31.97	47.63
"PF3D7.1233600"	29.28	35.96	30.7	30.2	36.25	37.76	25.36	39.23	29.11	31.59	26.45	39.8
"PF3D7.1233800"	77	91.22	258.9	349.72	80.93	81.89	99.28	68.89	192.98	57.86	102.41	108.63
"PF3D7.1233900"	38.13	29.47	75.58	78.37	31.27	24.92	55.32	46.19	37.87	35.61	36.99	66.76
"PF3D7.1234000"	24.27	19.34	45.03	48.94	26.37	16.83	66.41	32.77	26.87	14.89	36.39	61.91
"PF3D7.1234100"	34.22	37.31	46.37	48.71	40.01	35.62	51.28	58.81	28.91	41.29	32.47	51.52
"PF3D7.1234200"	10.58	12.86	22.27	25.01	14.53	15.87	15.84	11.88	19.39	13.89	14.43	18.75
"PF3D7.1234500"	21.31	18.23	28.93	25.11	32.21	13.91	55.06	36.09	10.68	32.27	29.01	30.42
"PF3D7.1234800"	139.1	127.17	175.17	157.18	111.35	115.11	189.63	177.42	86.88	100.59	140.45	171.37
"PF3D7.1235200"	22.29	41.58	5.13	3.28	17.27	28.7	4.86	14.44	109.76	38.77	18.87	5.64
"PF3D7.1235300"	214.02	213.54	150.31	173.09	224.46	237.92	223.67	260.36	169.25	241.16	148.36	172.74
"PF3D7.1235500"	37.76	32.17	60.18	55.15	34.57	34.45	64.32	55.06	38.05	30.92	50.7	64.96
"PF3D7.1235600"	178.85	205.53	230.53	173.34	190.71	197.13	78.8	102.33	372.1	132.1	204.75	123.94
"PF3D7.1235900"	79.23	72.77	96.62	91.45	83.1	65.69	102.21	88.7	56.16	60.5	75.01	95.29
"PF3D7.1236000"	17.12	18.31	23.68	24.58	27.99	23.2	33.61	28.32	21.77	23.03	25.22	26.71
"PF3D7.1236100"	179.88	112.58	149.72	182.61	104.5	79.58	208.51	174.68	69.28	94.81	134.71	179.2
"PF3D7.1236200"	440.01	345.78	105.63	79.88	849.49	690.56	200.03	357.83	305.77	340.76	535.57	199.59
"PF3D7.1236400"	35.75	35.53	26.35	28.13	34.06	36.16	35.77	44.61	29.78	24.52	21.32	31.47
"PF3D7.1236600"	28.62	25.89	0	7.09	8.4	42.82	10.24	13.85	25.31	8.1	22.97	19.07
"PF3D7.1236900"	86.97	137.46	32.33	24.32	77.14	127.12	34.67	64.8	257.08	98.98	83.96	33.22
"PF3D7.1237000"	37.85	27.81	80.2	79.92	35.98	26.26	70.08	42.73	37.8	29.76	62.66	88.69
"PF3D7.1237100"	16.63	15.06	28.39	33.1	16.08	16.67	23.66	25.54	19.39	24.11	19.37	31.7
"PF3D7.1237200"	37.04	31.49	53.84	58.08	27.15	29.88	49.72	65.44	14.36	29.72	38.27	55.57
"PF3D7.1237500"	25.67	23.48	26.87	26.68	28.07	22.45	40.64	37.12	20.32	23.88	20.64	34.33
"PF3D7.1237600"	56.43	50.73	80.49	89.5	55.62	53.18	112.73	95.68	21.22	43.52	67.52	101.77
"PF3D7.1237700"	332.49	331.99	515.35	426.04	320.86	285.32	407.16	303.62	681.29	373.51	355.74	351.44
"PF3D7.1237800"	230.39	327.3	384.41	254.56	377.1	376.71	404.11	256.91	136.42	288.2	309.85	315.15
"PF3D7.1237900"	196.45	236.02	226.74	242.02	185.06	294.17	221.38	271.69	230.75	472.1	194.98	213.6
"PF3D7.1238000"	48.06	68.65	19.51	9.85	61.31	79.51	47.28	10.07	113.11	99.72	43.9	27.95
"PF3D7.1238100"	252.25	208.32	753.82	772.5	249.68	177.18	560.94	427.12	245.59	262.07	387	535.28
"PF3D7.1238300"	113.05	96.86	136.38	154.18	120.22	105.12	187.65	176.16	55.86	119.24	97.85	159.48
"PF3D7.1238600"	63.61	88.73	23.83	15.21	75.96	96.12	19.61	39.19	256.7	175.13	89.65	18.88
"PF3D7.1238800"	297.51	283.54	325.5	282.58	304.55	312.11	267.91	292.21	266.5	460.47	235.09	292.81
"PF3D7.1238900"	58.75	72.79	19.37	13.93	68.77	92.33	28.24	33.27	92.86	184.73	65.3	24.85
"PF3D7.1239000"	71.39	91.44	70.78	60.28	75.47	111.38	55.23	62.83	132.99	109.44	76.22	59.42
"PF3D7.1239200"	21.63	25.15	50.11	57.68	21.98	26.06	15.88	17.05	57.29	30.32	23.92	24.54
"PF3D7.1239300"	31	26.44	26.74	39.45	30.32	25.37	28.78	36.36	9.36	33.91	19.95	29.82
"PF3D7.1239400"	29.95	39.86	17.62	3.66	49.29	40.85	10.66	22.85	16.25	25.29	55.12	8.43
"PF3D7.1239600"	17.01	16.01	45.9	57.56	25.29	23.05	28.3	18.38	41.91	19.57	44.54	27.3
"PF3D7.1239900"	34.83	29.08	23.66	25.96	28.17	32.24	36.67	35.24	15	33.98	24.77	37.32
"PF3D7.1240100"	659.93	656.17	106.72	175.13	644.53	873.29	234.07	528.09	616.4	1571.56	644.96	293.8
"PF3D7.1240400"	25.64	32.62	5.66	5.06	23.56	25.64	10.62	15.25	16.22	8.87	24.88	9.24
"PF3D7.1240900"	32.99	48.42	19.29	12.01	56.24	60.9	18.84	23.49	44.87	33.17	36.98	17.77
"PF3D7.1241100"	124.06	106.63	96.69	81.24	116.44	111.83	125.07	119.19	63.33	109.3	98.63	103.4
"PF3D7.1241500"	16	12.33	34.12	62.92	26.8	12.33	57.5	35.06	17.33	27.76	31.67	56.3
"PF3D7.1241600"	15.8	11.22	30.15	34.7	14.19	25.11	19.76	13.56	40.18	23.31	19.92	33.96
"PF3D7.1241700"	89.64	88.54	223.97	186.86	118.23	132	81.75	79.52	170.87	83.22	139.57	127.35
"PF3D7.1241800"	146.32	157.3	189.8	208.89	118.36	155.34	199.42	231.04	86.23	135.5	138.42	228.87
"PF3D7.1241900"	120.66	100.91	121.05	113.45	155.55	122.36	190.09	152.34	126.17	191.56	98.89	121.23
"PF3D7.1242200"	37.68	25.75	65.64	57.41	43.97	30.51	58.3	44.73	41.33	47.27	51.98	69.6
"PF3D7.1242700"	4550	3359.61	6938.57	5634.29	2938.76	2676.89	7191.08	5450.86	1909.16	2485.57	4890.69	5106.76
"PF3D7.1242900"	166.79	139.97	190.06	244.44	180.92	170.74	171	127.17	256.16	136.12	223.89	96.87
"PF3D7.1243000"	24.68	30.28	32.57	17.93	51.15	44.18	24.25	16.59	81.05	58.71	33.4	23.42
"PF3D7.1243500"	95.3	127.8	72.57	77.34	106.34	145.03	74.81	80.63	289.53	178.29	124.31	69.87
"PF3D7.1243600"	2070.83	2743.71	1972.6	1585.64	1992.86	2602.07	2313.22	2432.47	2608.37	3803.99	2203.73	2000.78
"PF3D7.1243700"	168.99	334.48	49.15	47.08	299.08	477.24	86.97	175.7	723.16	1154.9	237.32	73.29
"PF3D7.1243800"	47.47	52.34	34.09	48.2	24.58	46.66	46.28	63.76	62.06	65.54	39.34	46.46
"PF3D7.1244100"	41.57	32.75	69.75	68.36	50.91	40.22	83.35	71.44	69.37	140.2	55.67	68.05
